student_id,gender,age,parental_education,study_hours_per_week,attendance_rate,extracurricular,math_score,physics_score,chemistry_score,english_score,computer_score,average_score,passed_all,grade
3680,Male,18,High School,14.0,91.1,Yes,81.0,61.7,79.0,75.3,87.9,77.0,1,B
3681,Female,15,Master,8.8,83.3,No,74.8,67.6,78.3,73.1,84.5,75.7,1,B
3682,Male,16,Graduate,17.6,76.2,No,77.1,93.3,84.6,70.8,86.3,82.4,1,A
3683,Female,15,Master,14.0,90.2,No,75.8,62.0,76.9,72.0,77.9,72.9,1,B
3684,Male,16,Bachelor,17.6,100.0,No,97.2,91.4,75.0,85.9,83.0,86.5,1,A
3685,Female,16,Master,6.6,84.9,No,57.0,53.6,63.4,55.2,61.0,58.0,1,C
3686,Female,16,No Formal,17.2,100.0,No,87.1,82.2,71.8,78.2,83.3,80.5,1,A
3687,Female,16,High School,22.5,,Yes,100.0,93.6,86.7,95.9,100.0,95.2,1,A
3688,Male,16,Master,15.8,89.7,No,95.2,73.8,79.6,68.6,83.0,80.0,1,B
3689,Male,15,High School,16.0,94.2,Yes,91.1,86.1,89.6,83.0,89.6,87.9,1,A
3690,Male,16,Bachelor,12.8,87.9,No,81.4,70.8,70.2,66.3,79.3,73.6,1,B
3691,Female,17,Bachelor,9.4,85.6,Yes,71.6,59.2,76.4,68.0,75.1,70.1,1,B
3692,Female,17,High School,,93.8,No,70.8,62.6,71.9,71.2,77.9,70.9,1,B
3693,Female,16,High School,4.5,100.0,No,62.0,51.8,57.9,64.1,60.3,59.2,1,C
3694,Male,17,Bachelor,9.9,,Yes,,46.0,57.6,57.3,,53.6,1,C
3695,Male,18,High School,3.1,83.9,No,74.8,68.0,80.5,77.3,77.7,75.7,1,B
3696,Male,15,High School,8.5,86.5,No,61.7,47.1,45.7,47.5,53.9,51.2,1,C
3697,Female,15,Master,15.2,100.0,No,72.6,78.7,,70.9,80.4,75.6,1,B
3698,Female,16,High School,14.5,89.1,No,62.1,69.4,65.9,67.3,71.0,67.1,1,B
3699,Female,16,Bachelor,12.3,83.2,No,86.6,80.1,73.7,68.1,86.7,79.0,1,B
3700,Male,18,Graduate,12.9,78.8,No,100.0,89.8,92.8,83.9,93.0,91.9,1,A
3701,Female,16,High School,,73.4,No,59.1,49.1,66.5,66.2,56.7,59.5,1,C
3702,Female,17,Bachelor,10.1,90.9,Yes,,92.3,88.2,,97.9,92.8,1,A
3703,Male,18,Bachelor,8.6,93.2,No,54.0,57.3,49.7,54.0,56.9,54.4,1,C
3704,Female,17,Master,8.7,84.8,No,62.0,72.7,69.8,56.4,61.1,64.4,1,C
3705,Female,15,Graduate,15.0,87.9,No,70.6,71.8,71.6,54.0,78.6,69.3,1,B
3706,Female,17,Graduate,7.7,78.6,No,70.7,,55.2,70.3,66.3,65.6,1,B
3707,Female,15,Master,,89.1,Yes,74.7,59.6,72.1,61.7,55.6,64.7,1,C
3708,Male,17,High School,1.6,91.9,Yes,57.2,47.1,54.6,52.4,53.6,53.0,1,C
3709,Male,15,High School,10.5,83.7,Yes,79.3,69.5,80.3,61.3,62.7,70.6,1,B
3710,Female,16,Bachelor,6.6,100.0,No,56.6,51.2,63.5,62.5,54.2,57.6,1,C
3711,Male,17,High School,12.4,81.3,No,60.5,61.3,76.5,58.5,69.6,65.3,1,B
3712,Female,15,Master,7.2,90.3,No,69.9,66.3,55.4,65.3,69.2,65.2,1,B
3713,Female,17,Master,12.5,94.8,No,,68.7,66.2,68.7,,67.9,1,B
3714,Female,18,High School,11.3,87.4,No,79.9,79.9,71.3,65.0,74.4,74.1,1,B
3715,Other,16,Master,20.4,86.5,No,75.2,84.1,74.3,78.6,82.9,79.0,1,B
3716,Male,15,High School,14.5,76.6,No,65.5,59.6,65.7,70.2,74.3,67.1,1,B
3717,Male,18,Bachelor,2.8,98.9,No,69.0,54.1,58.8,67.8,64.7,62.9,1,C
3718,Male,17,Master,5.7,86.6,No,65.1,70.7,60.7,69.3,65.4,66.2,1,B
3719,Male,18,Bachelor,12.3,92.3,No,89.0,77.0,76.1,71.9,81.8,79.2,1,B
3720,Male,17,Bachelor,7.4,93.4,Yes,73.6,59.4,65.5,71.7,69.3,67.9,1,B
3721,Male,16,High School,0.0,83.0,Yes,54.3,61.3,57.8,67.1,55.4,59.2,1,C
3722,Female,18,Bachelor,,86.4,No,94.6,77.9,80.5,79.2,,83.0,1,A
3723,Female,16,Master,15.6,98.7,No,86.5,66.7,82.1,73.1,76.4,77.0,1,B
3724,Male,15,Graduate,14.6,79.1,Yes,75.2,68.8,65.1,,87.2,74.1,1,B
3725,Male,17,Bachelor,9.0,100.0,No,48.2,56.0,33.0,45.8,55.6,47.7,1,D
3726,Female,17,Bachelor,14.1,82.0,No,79.6,79.6,78.2,73.7,86.9,79.6,1,B
3727,Male,16,Master,8.5,78.6,No,75.2,80.1,63.2,73.6,66.5,71.7,1,B
3728,Male,16,Graduate,13.0,89.1,No,78.8,75.0,74.8,82.3,99.5,82.1,1,A
3729,Male,15,High School,7.4,100.0,No,37.5,44.2,35.1,47.2,55.0,43.8,1,D
3730,Female,18,Bachelor,19.6,72.7,Yes,79.5,88.1,74.5,76.5,81.7,80.1,1,A
3731,Male,17,Master,4.1,86.9,Yes,44.5,48.8,47.2,50.2,58.4,49.8,1,D
3732,Female,17,Bachelor,18.2,91.8,Yes,91.7,96.0,85.3,84.7,91.4,89.8,1,A
3733,Male,15,High School,12.2,88.3,No,84.1,60.0,64.2,69.1,76.2,70.7,1,B
3734,Female,15,Bachelor,9.6,91.1,No,68.5,80.6,54.8,68.2,75.8,69.6,1,B
3735,Male,16,High School,12.8,82.3,No,59.4,72.7,50.9,64.1,75.7,64.6,1,C
3736,Male,16,Bachelor,15.7,83.2,No,80.8,73.5,93.9,,77.1,81.3,1,A
3737,Female,18,Bachelor,18.8,86.8,No,82.5,80.2,72.7,74.7,76.3,77.3,1,B
3738,Female,15,Graduate,13.6,79.0,Yes,67.5,83.1,83.4,79.7,84.5,79.6,1,B
3739,Female,18,Bachelor,7.5,87.6,Yes,67.7,49.8,,59.7,71.0,62.0,1,C
3740,Female,15,High School,12.3,84.9,No,82.4,79.9,84.1,88.5,85.2,84.0,1,A
3741,Female,17,High School,21.1,84.2,No,98.0,100.0,94.2,79.1,100.0,94.3,1,A
3742,Female,15,Graduate,18.7,90.6,No,96.3,92.1,95.6,82.7,90.9,91.5,1,A
3743,Female,15,High School,16.5,73.4,No,63.4,66.2,53.6,55.4,67.1,61.1,1,C
3744,Male,17,Bachelor,,86.2,No,88.3,82.9,79.8,76.0,81.8,81.8,1,A
3745,Male,15,High School,15.5,100.0,No,87.1,82.8,78.2,77.2,80.2,81.1,1,A
3746,Male,18,Master,17.8,79.3,Yes,95.5,92.6,76.2,87.3,100.0,90.3,1,A
3747,Female,16,Bachelor,9.7,98.3,No,71.2,70.7,78.8,65.4,75.0,72.2,1,B
3748,Male,16,Bachelor,5.2,88.4,Yes,65.3,44.6,66.7,64.1,62.4,60.6,1,C
3749,Male,18,Bachelor,12.3,83.2,Yes,77.7,76.2,58.0,76.0,73.9,72.4,1,B
3750,Female,17,Graduate,7.9,77.4,Yes,50.4,57.8,46.3,59.2,55.8,53.9,1,C
3751,Female,15,Bachelor,6.7,89.1,No,59.5,47.8,57.2,60.1,56.8,56.3,1,C
3752,Female,18,Master,8.4,99.6,No,70.5,62.2,76.4,66.3,76.4,70.4,1,B
3753,Male,16,Graduate,24.4,84.9,No,100.0,100.0,100.0,85.3,100.0,97.1,1,A
3754,Female,16,Graduate,12.7,87.4,No,79.4,71.7,65.7,62.9,73.3,70.6,1,B
3755,Male,18,High School,13.8,96.1,Yes,79.6,57.9,86.7,70.0,74.4,73.7,1,B
3756,Male,16,No Formal,5.9,,No,51.0,38.8,43.9,47.0,50.3,46.2,1,D
3757,Male,18,High School,2.8,75.4,No,69.8,64.3,62.1,,62.3,64.6,1,C
3758,Male,16,Bachelor,7.9,88.8,No,71.1,76.2,76.0,72.4,75.1,74.2,1,B
3759,Male,18,Graduate,19.2,100.0,Yes,100.0,86.6,92.3,83.0,94.5,91.3,1,A
3760,Female,15,High School,13.7,87.7,No,77.3,72.7,75.3,62.7,67.1,71.0,1,B
3761,Male,15,High School,15.0,66.1,Yes,92.9,75.0,94.3,78.1,91.2,86.3,1,A
3762,Female,15,High School,15.7,91.1,No,72.7,78.1,69.6,,64.5,71.2,1,B
3763,Female,15,Bachelor,9.0,86.4,No,,60.0,52.1,70.8,54.1,59.2,1,C
3764,Male,16,Bachelor,18.9,73.4,No,95.6,82.2,81.0,74.0,,83.2,1,A
3765,Female,17,Master,8.8,74.6,Yes,81.9,64.3,,69.8,71.1,71.8,1,B
3766,Male,18,Graduate,19.0,95.8,Yes,72.2,,80.0,72.3,71.7,74.0,1,B
3767,Female,17,Master,14.2,82.1,Yes,66.2,83.9,60.5,63.0,,68.4,1,B
3768,Male,16,High School,3.1,80.7,No,73.2,63.7,56.0,77.9,65.7,67.3,1,B
3769,Male,16,Graduate,8.3,87.7,No,76.5,67.3,70.7,78.3,81.8,74.9,1,B
3770,Male,17,High School,3.1,82.8,No,57.6,57.3,63.9,58.8,58.1,59.1,1,C
3771,Female,17,High School,17.8,88.8,No,76.3,65.0,63.7,,66.3,67.8,1,B
3772,Female,16,High School,11.9,86.4,Yes,69.2,71.7,61.7,,76.0,69.6,1,B
3773,Male,16,Bachelor,0.9,78.4,Yes,61.6,41.6,34.2,55.0,38.7,46.2,1,D
3774,Female,18,High School,13.9,83.9,Yes,67.6,57.0,66.2,55.6,64.5,62.2,1,C
3775,Female,15,High School,9.3,,No,78.0,60.5,73.1,72.0,78.2,72.4,1,B
3776,Female,15,High School,4.6,88.3,No,71.5,72.6,74.2,62.1,76.1,71.3,1,B
3777,Female,18,High School,20.4,87.3,No,82.1,75.9,86.2,85.6,84.2,82.8,1,A
3778,Female,17,Bachelor,12.5,100.0,No,65.3,64.0,64.2,67.4,81.8,68.5,1,B
3779,Female,16,Master,10.5,93.8,Yes,88.0,77.5,,81.7,82.7,82.5,1,A
3780,Female,17,Master,10.0,94.8,Yes,67.5,61.0,67.4,62.2,74.4,66.5,1,B
3781,Male,15,High School,4.4,86.7,No,53.6,57.3,58.7,54.0,59.2,56.6,1,C
3782,Male,15,High School,5.5,89.8,No,66.4,,78.3,73.9,85.4,76.0,1,B
3783,Male,17,No Formal,18.4,84.6,Yes,79.5,67.5,83.7,80.1,85.1,79.2,1,B
3784,Female,15,High School,9.6,94.2,Yes,61.9,47.6,65.6,59.4,65.9,60.1,1,C
3785,Female,16,Graduate,12.1,87.1,No,87.6,71.7,84.5,69.8,,78.4,1,B
3786,Male,18,High School,1.8,89.8,No,51.8,43.9,60.2,55.0,59.9,54.2,1,C
3787,Female,17,Graduate,5.4,89.3,Yes,66.3,53.1,60.9,70.6,62.3,62.6,1,C
3788,Male,16,High School,15.0,87.9,No,83.6,59.5,70.4,59.7,58.2,66.3,1,B
3789,Male,16,Bachelor,13.9,100.0,Yes,86.4,72.1,79.6,71.6,76.4,77.2,1,B
3790,Other,15,Master,,82.7,No,84.8,86.0,89.1,82.3,89.9,86.4,1,A
3791,Male,16,Bachelor,18.7,82.6,Yes,,76.8,85.3,85.3,,82.5,1,A
3792,Male,17,High School,10.8,93.6,Yes,78.0,77.0,64.3,70.9,84.0,74.8,1,B
3793,Female,16,Bachelor,14.4,83.2,Yes,74.8,88.9,79.4,79.3,82.5,81.0,1,A
3794,Female,18,Master,10.4,85.7,Yes,68.2,82.1,74.6,72.6,79.8,75.5,1,B
3795,Male,16,High School,22.3,79.3,No,92.2,79.0,,76.9,85.4,83.4,1,A
3796,Female,16,High School,17.7,91.9,No,92.7,86.7,81.0,82.1,99.5,88.4,1,A
3797,Female,18,Bachelor,12.8,92.0,No,61.7,68.0,57.7,66.9,76.3,66.1,1,B
3798,Male,16,High School,,85.5,No,61.3,52.7,45.9,,58.7,54.6,1,C
3799,Male,16,Master,19.2,93.7,No,100.0,93.7,,91.6,98.3,95.9,1,A
3800,Female,15,High School,14.9,73.1,Yes,88.4,80.5,66.9,75.0,84.9,79.1,1,B
3801,Male,17,Bachelor,19.8,82.3,No,93.5,87.3,76.3,81.9,86.8,85.2,1,A
3802,Female,15,High School,1.0,86.6,No,60.4,52.2,64.1,63.4,52.1,58.4,1,C
3803,Female,17,Bachelor,14.3,78.6,Yes,81.5,72.8,76.2,66.8,81.4,75.7,1,B
3804,Other,18,High School,9.4,74.0,No,53.6,69.0,70.5,61.6,68.6,64.7,1,C
3805,Male,18,High School,20.8,85.5,No,95.9,,72.0,74.0,84.3,81.6,1,A
3806,Female,18,High School,19.7,93.6,Yes,86.8,95.9,92.4,87.1,89.1,90.3,1,A
3807,Male,17,No Formal,12.2,98.3,No,,,57.0,60.7,61.3,59.7,1,C
3808,Male,17,High School,19.7,83.6,No,76.5,78.8,71.7,,66.1,73.3,1,B
3809,Male,17,Master,20.9,93.9,Yes,93.8,91.0,90.9,85.7,89.4,90.2,1,A
3810,Male,18,High School,12.4,93.1,Yes,82.2,,67.4,63.6,76.2,72.4,1,B
3811,Female,17,High School,24.4,97.7,No,88.5,,79.7,,94.2,87.5,1,A
3812,Male,16,Bachelor,11.8,85.2,Yes,61.4,50.5,49.4,56.3,,54.4,1,C
3813,Male,15,Bachelor,10.9,73.6,Yes,74.1,77.2,68.4,75.9,71.3,73.4,1,B
3814,Female,18,No Formal,16.3,88.6,No,77.7,59.9,62.3,,62.5,65.6,1,B
3815,Male,15,Graduate,10.2,79.9,No,61.3,63.3,68.8,50.3,62.3,61.2,1,C
3816,Female,16,Master,12.4,82.2,Yes,67.8,62.9,57.2,57.8,67.4,62.6,1,C
3817,Male,17,Bachelor,19.0,85.6,No,87.5,76.8,73.3,,93.0,82.6,1,A
3818,Female,15,Bachelor,12.1,85.3,No,57.6,62.9,60.0,51.5,68.6,60.1,1,C
3819,Female,16,Bachelor,3.5,89.1,Yes,91.8,,73.5,69.9,73.2,77.1,1,B
3820,Male,16,Graduate,13.8,93.6,No,66.9,54.6,55.9,51.0,64.3,58.5,1,C
3821,Male,15,Bachelor,8.5,85.1,No,63.1,60.1,72.0,56.6,61.6,62.7,1,C
3822,Male,18,Bachelor,16.3,91.2,Yes,79.7,69.8,73.6,75.1,90.0,77.6,1,B
3823,Female,15,High School,15.5,88.1,No,73.5,77.0,66.4,76.3,80.7,74.8,1,B
3824,Male,18,High School,19.4,95.5,No,81.6,,,70.4,81.3,77.8,1,B
3825,Male,17,Graduate,16.5,86.5,No,,80.1,71.6,63.3,70.9,71.5,1,B
3826,Male,18,High School,17.5,87.4,No,97.4,81.5,,79.8,91.7,87.6,1,A
3827,Male,17,Bachelor,8.7,85.0,No,58.9,,50.4,57.6,60.6,56.9,1,C
3828,Female,15,High School,16.0,86.7,Yes,67.3,46.7,,49.9,65.1,57.2,1,C
3829,Female,17,Master,21.8,81.7,No,78.8,87.9,70.4,,75.0,78.0,1,B
3830,Male,16,High School,8.6,80.9,No,61.8,72.5,,62.1,65.5,65.5,1,B
3831,Male,17,Master,21.0,94.2,No,92.2,82.6,83.9,79.9,92.4,86.2,1,A
3832,Female,18,High School,9.3,79.3,No,73.4,62.3,65.8,70.9,68.7,68.2,1,B
3833,Female,18,Graduate,7.7,85.4,No,76.9,72.7,67.9,67.5,79.1,72.8,1,B
3834,Male,18,Master,13.5,96.1,No,66.8,60.4,67.3,66.0,87.0,69.5,1,B
3835,Male,17,High School,15.6,85.2,Yes,72.2,70.4,69.2,64.6,72.9,69.9,1,B
3836,Male,18,Bachelor,,94.6,Yes,62.5,70.0,74.2,71.8,86.5,73.0,1,B
3837,Female,18,High School,7.2,83.3,Yes,71.4,,76.1,69.0,75.9,73.1,1,B
3838,Male,16,High School,14.2,79.6,Yes,85.3,71.0,74.1,81.0,75.8,77.4,1,B
3839,Female,17,Graduate,8.6,75.2,No,90.7,73.8,,69.0,80.3,78.4,1,B
3840,Female,16,Bachelor,4.6,98.5,Yes,62.9,77.4,71.7,64.0,74.5,70.1,1,B
3841,Female,18,Bachelor,7.4,78.9,Yes,62.7,66.7,65.4,67.0,,65.4,1,B
3842,Male,18,High School,8.2,94.0,Yes,58.9,45.3,55.3,56.5,58.3,54.9,1,C
3843,Male,18,Bachelor,14.6,80.0,No,86.4,68.6,82.2,75.0,73.9,77.2,1,B
3844,Male,17,Graduate,17.8,98.5,No,98.5,89.3,83.2,84.9,92.9,89.8,1,A
3845,Male,15,Bachelor,,100.0,No,63.4,65.9,58.8,66.0,66.5,64.1,1,C
3846,Female,18,No Formal,13.8,,Yes,67.8,55.3,64.0,59.8,78.2,65.0,1,C
3847,Female,18,Graduate,6.1,79.3,No,40.8,53.2,48.7,44.9,56.2,48.8,1,D
3848,Female,18,High School,15.1,94.2,Yes,90.0,,77.0,78.1,90.8,84.0,1,A
3849,Female,18,High School,8.9,92.1,Yes,79.9,,51.4,67.0,71.7,67.5,1,B
3850,Male,17,Graduate,6.7,94.2,No,65.6,52.7,57.1,62.7,59.1,59.4,1,C
3851,Male,15,Bachelor,16.0,83.4,No,86.2,78.4,84.5,71.1,85.7,81.2,1,A
3852,Male,15,High School,9.1,100.0,Yes,64.4,59.3,52.3,58.5,69.4,60.8,1,C
3853,Female,15,High School,10.4,88.9,No,70.4,60.4,76.9,68.4,70.3,69.3,1,B
3854,Female,18,Bachelor,0.9,78.3,Yes,58.3,52.1,48.0,60.5,70.8,57.9,1,C
3855,Female,18,Master,16.7,86.0,No,94.0,82.2,82.8,87.5,95.9,88.5,1,A
3856,Male,15,High School,16.1,78.4,No,78.4,68.7,82.8,69.5,89.1,77.7,1,B
3857,Male,15,High School,12.0,,Yes,77.4,63.1,68.8,,,69.8,1,B
3858,Female,18,Graduate,4.4,82.7,No,64.1,55.1,54.3,62.5,54.0,58.0,1,C
3859,Male,18,Master,18.0,91.9,No,85.5,79.3,77.8,79.4,85.3,81.5,1,A
3860,Female,16,Bachelor,8.7,84.2,No,62.2,76.7,72.2,64.6,69.9,69.1,1,B
3861,Female,16,Master,9.7,83.1,No,64.5,72.5,57.0,71.6,68.9,66.9,1,B
3862,Female,16,Bachelor,23.6,72.7,No,81.5,90.3,87.8,82.9,80.3,84.6,1,A
3863,Male,15,Master,8.5,92.8,No,63.5,55.8,55.7,59.0,62.8,59.4,1,C
3864,Male,17,Bachelor,15.7,98.4,Yes,70.0,69.5,80.7,69.9,83.7,74.8,1,B
3865,Male,18,High School,14.8,80.7,No,73.2,74.3,64.0,78.2,67.0,71.3,1,B
3866,Male,16,Master,14.0,75.6,No,77.9,65.8,75.8,68.9,68.9,71.5,1,B
3867,Male,17,Bachelor,13.4,94.4,Yes,88.9,84.1,79.0,75.7,86.7,82.9,1,A
3868,Female,18,No Formal,13.9,74.8,No,83.3,72.8,70.8,81.1,88.6,79.3,1,B
3869,Female,17,High School,13.4,97.8,No,80.3,82.9,81.7,70.7,82.4,79.6,1,B
3870,Male,15,Graduate,11.7,80.8,No,75.3,65.5,74.7,,67.6,70.8,1,B
3871,Male,15,Graduate,19.6,79.2,No,91.6,80.7,,67.2,90.5,82.5,1,A
3872,Male,15,High School,5.4,90.0,No,72.1,66.1,70.6,76.0,72.2,71.4,1,B
3873,Male,16,Master,17.1,79.7,No,71.8,74.5,75.1,,68.8,72.6,1,B
3874,Female,18,Bachelor,,82.3,Yes,88.0,86.9,,68.6,84.7,82.0,1,A
3875,Male,15,Graduate,15.5,90.8,Yes,71.1,66.4,,,71.5,69.7,1,B
3876,Male,16,Bachelor,17.6,68.6,Yes,100.0,91.0,90.9,80.0,94.2,91.2,1,A
3877,Male,16,Master,11.5,100.0,No,81.7,72.2,50.8,71.1,71.3,69.4,1,B
3878,Female,16,Bachelor,2.7,88.3,Yes,67.7,76.1,66.3,65.8,72.3,69.6,1,B
3879,Female,16,High School,11.6,77.7,Yes,77.0,,80.4,70.6,82.5,77.6,1,B
3880,Male,15,High School,7.0,79.9,No,69.8,71.1,59.8,58.9,66.7,65.3,1,B
3881,Female,16,Bachelor,8.3,,No,64.6,56.9,59.9,65.4,65.8,62.5,1,C
3882,Female,15,Master,5.8,92.8,No,61.1,74.4,65.4,69.5,83.7,70.8,1,B
3883,Female,15,Bachelor,9.6,99.1,No,76.6,67.2,74.4,,,72.7,1,B
3884,Male,16,Master,9.0,82.5,No,69.4,56.2,66.1,68.4,73.9,66.8,1,B
3885,Female,15,High School,0.1,90.4,Yes,,,,49.6,41.6,45.6,1,D
3886,Female,18,Bachelor,,91.4,Yes,76.1,75.8,84.5,67.3,70.7,74.9,1,B
3887,Female,18,High School,23.1,93.6,No,91.4,83.9,,77.3,83.3,84.0,1,A
3888,Female,17,Master,15.0,97.0,No,79.3,74.8,88.1,70.2,79.4,78.4,1,B
3889,Female,18,No Formal,11.0,82.3,Yes,,64.5,60.1,73.4,75.4,68.4,1,B
3890,Male,15,Bachelor,11.7,87.1,No,85.7,71.0,84.3,66.8,78.4,77.2,1,B
3891,Female,15,High School,9.9,83.1,No,80.7,60.6,65.0,68.0,67.9,68.4,1,B
3892,Female,18,High School,12.5,,No,73.5,49.8,64.8,69.2,62.5,64.0,1,C
3893,Female,16,Master,11.8,93.6,No,78.3,58.4,61.1,72.1,85.0,71.0,1,B
3894,Male,16,Bachelor,7.8,74.8,No,64.6,64.7,72.7,67.8,71.2,68.2,1,B
3895,Female,15,Master,20.4,96.9,No,85.0,84.3,84.1,76.3,90.1,84.0,1,A
3896,Female,16,High School,4.6,78.9,No,,60.7,60.7,63.5,61.5,61.6,1,C
3897,Male,17,Master,15.6,85.5,No,76.2,67.1,82.2,82.5,82.9,78.2,1,B
3898,Female,17,Master,11.5,98.0,No,93.3,74.8,86.2,83.1,87.9,85.1,1,A
3899,Female,18,High School,21.5,90.6,No,96.8,85.9,87.6,80.2,100.0,90.1,1,A
3900,Female,18,Bachelor,13.7,90.7,Yes,81.8,77.5,,73.2,95.4,82.0,1,A
3901,Male,16,High School,10.2,78.6,No,49.7,59.2,48.4,50.3,65.1,54.5,1,C
3902,Male,15,Bachelor,10.8,79.6,No,62.1,,76.3,61.4,73.6,68.4,1,B
3903,Female,18,Graduate,12.2,95.5,Yes,79.1,70.7,67.7,57.7,78.6,70.8,1,B
3904,Male,17,Bachelor,6.3,83.3,Yes,64.8,61.9,47.7,59.1,70.0,60.7,1,C
3905,Female,18,Master,8.2,84.0,Yes,50.9,48.8,47.7,48.8,55.4,50.3,1,C
3906,Female,18,Bachelor,3.1,95.7,Yes,48.0,49.8,53.5,,63.3,53.6,1,C
3907,Female,17,High School,7.4,79.6,No,72.0,58.9,57.6,59.4,68.4,63.3,1,C
3908,Male,15,Bachelor,12.5,90.2,Yes,91.9,88.9,83.4,70.6,82.9,83.5,1,A
3909,Female,18,Bachelor,13.5,88.3,Yes,63.9,71.9,54.9,,75.5,66.6,1,B
3910,Male,18,Bachelor,,,No,53.3,46.1,32.8,54.6,59.3,49.2,0,D
3911,Male,18,High School,11.3,,No,93.9,73.7,81.5,68.6,81.9,79.9,1,B
3912,Male,16,Bachelor,14.8,83.4,Yes,75.5,69.7,77.9,72.7,83.2,75.8,1,B
3913,Male,18,High School,11.2,79.4,Yes,67.4,54.0,53.6,66.6,77.1,63.7,1,C
3914,Female,17,High School,8.8,91.9,No,73.3,61.1,66.3,63.2,66.4,66.1,1,B
3915,Female,15,Bachelor,9.9,82.7,No,65.4,,63.8,65.2,59.2,63.4,1,C
3916,Male,15,High School,9.3,95.7,No,79.3,72.0,69.3,,73.4,73.5,1,B
3917,Female,17,Graduate,8.8,86.2,Yes,65.0,67.5,69.0,64.4,61.9,65.6,1,B
3918,Male,16,Bachelor,12.9,79.5,Yes,,71.1,71.3,71.9,66.5,70.2,1,B
3919,Female,17,Master,23.5,86.1,Yes,100.0,82.0,90.7,80.8,97.5,90.2,1,A
3920,Female,15,Bachelor,8.3,84.7,Yes,82.9,68.9,84.0,73.7,77.1,77.3,1,B
3921,Female,17,Master,,96.1,No,62.2,57.1,73.2,60.9,76.4,66.0,1,B
3922,Male,16,High School,,85.0,No,86.1,77.9,70.1,65.7,76.1,75.2,1,B
3923,Female,15,Graduate,8.6,85.8,No,90.6,,73.6,80.3,81.0,81.4,1,A
3924,Male,16,Bachelor,17.5,99.3,No,94.0,,68.5,72.2,78.5,78.3,1,B
3925,Other,17,Master,0.1,92.1,No,58.5,74.3,60.2,,71.9,66.2,1,B
3926,Male,18,Bachelor,9.3,100.0,No,83.2,89.7,78.9,87.4,83.0,84.4,1,A
3927,Female,17,High School,16.1,98.1,No,69.4,79.3,77.3,62.8,69.7,71.7,1,B
3928,Female,16,Master,10.5,80.9,Yes,75.7,75.5,79.9,76.3,79.4,77.4,1,B
3929,Female,17,High School,7.9,95.9,No,63.4,,71.1,71.0,71.9,69.4,1,B
3930,Male,18,Bachelor,14.2,100.0,No,81.7,81.6,85.7,80.8,91.3,84.2,1,A
3931,Female,16,High School,16.5,100.0,No,,,77.5,77.2,87.4,80.7,1,A
3932,Male,17,Bachelor,13.1,95.9,No,81.6,66.7,67.8,,80.3,74.1,1,B
3933,Female,16,No Formal,8.0,95.7,No,57.0,61.7,66.7,64.7,60.1,62.0,1,C
3934,Male,16,Bachelor,14.3,85.6,No,80.7,68.1,66.5,70.2,77.3,72.6,1,B
3935,Male,15,Master,10.0,81.3,No,67.0,68.4,82.4,69.7,74.7,72.4,1,B
3936,Female,15,Bachelor,15.7,85.2,No,71.5,74.3,59.2,,77.4,70.6,1,B
3937,Male,16,Bachelor,19.4,74.7,Yes,,57.1,74.2,64.7,76.4,68.1,1,B
3938,Male,17,Graduate,0.0,98.7,No,49.8,55.2,56.5,55.7,,54.3,1,C
3939,Male,17,Graduate,12.6,85.7,No,75.3,76.2,70.7,70.1,,73.1,1,B
3940,Male,17,Master,3.3,98.3,No,60.9,61.2,,71.6,62.1,64.0,1,C
3941,Female,18,High School,24.2,78.1,No,68.3,84.1,73.3,75.4,,75.3,1,B
3942,Female,16,Bachelor,9.7,96.7,No,65.2,53.6,50.0,65.6,57.4,58.4,1,C
3943,Male,16,High School,15.7,84.0,No,86.0,,88.0,76.6,73.8,81.1,1,A
3944,Male,18,Bachelor,11.8,77.7,No,90.4,74.2,89.8,66.3,85.1,81.2,1,A
3945,Male,16,Bachelor,8.0,100.0,Yes,79.4,65.4,70.0,74.6,71.0,72.1,1,B
3946,Male,16,Master,7.4,96.9,No,77.8,61.4,72.4,63.4,81.1,71.2,1,B
3947,Female,18,Graduate,19.9,89.7,Yes,89.4,81.7,80.6,82.0,94.5,85.6,1,A
3948,Female,15,Bachelor,16.8,88.3,No,79.6,74.5,67.0,66.9,82.7,74.1,1,B
3949,Male,16,High School,21.7,91.5,Yes,94.4,83.2,80.1,74.1,91.6,84.7,1,A
3950,Male,18,Graduate,12.3,89.6,No,88.8,85.3,94.0,77.9,96.6,88.5,1,A
3951,Male,17,High School,13.4,81.7,No,96.9,84.4,100.0,84.7,,91.5,1,A
3952,Female,15,Bachelor,10.7,84.7,No,87.1,61.7,66.4,69.6,79.8,72.9,1,B
3953,Female,17,High School,10.6,100.0,No,74.1,72.1,65.7,74.8,76.3,72.6,1,B
3954,Male,16,Bachelor,,100.0,No,61.7,67.2,61.7,68.1,65.0,64.7,1,C
3955,Male,15,No Formal,12.4,100.0,Yes,77.8,,70.3,67.8,70.1,71.5,1,B
3956,Female,18,High School,8.1,91.8,No,77.5,65.3,73.7,64.3,66.7,69.5,1,B
3957,Female,16,Bachelor,14.2,85.3,Yes,76.2,66.3,,70.3,76.7,72.4,1,B
3958,Male,18,High School,12.9,81.6,No,78.9,53.1,68.3,71.6,74.2,69.2,1,B
3959,Male,15,Graduate,13.4,82.1,Yes,70.9,69.7,,71.9,84.4,74.2,1,B
